Year/Month,BE,BG,DK,DE,EL,ES,FR,HR,IT,NL,AT,PL,PT,RO,SI,FI
2021/01,-0.005823546539842739,-0.09993273039838546,0.001908396946564972,0.02946428571428572,-0.0630686886708296,0.032333767926988166,0.04042148903092069,-0.04758917368704074,0.005464480874316946,-0.015759312320916985,-0.00019470404984422984,-0.04124457308248908,0.015957929096019452,-0.04436033308099929,-0.026132714948269742,-0.02493987708203438
2021/02,0.002666920659110339,-0.06177948566361213,-0.010251630941286116,-0.0008510638297871687,-0.049227799227799185,0.0049401976079044285,0.006934337813543356,-0.02614438212411796,-0.0009025270758121762,-0.011961722488038173,0.04840410236748771,-0.04819277108433728,0.021743020758768772,-0.043420074349442395,-0.023589472757679752,-0.001317638791286102
2021/03,-0.028335191378669577,-0.043030441748683756,0.002803738317757043,0.0008703220191470518,-0.014169485327726439,0.017390544437647426,0.028861429832303553,-0.02561549601737867,0.0009216589861751334,-0.050237969328397525,0.0456026058631922,-0.028490028490028463,0.010836900100172908,-0.08060879368658402,0.018845375988233215,0.07114624505928857
2021/04,-0.03299651256371272,-0.04238819454901366,0.005535055350553542,0.01490066225165565,-0.018201380794405142,-0.006997036549226232,-0.04518835074390626,-0.0237306349064208,-0.013227513227513255,-0.07688373678827132,0.052796803652968016,-0.027158774373259087,-0.03725606150206984,-0.12077878482712312,0.0202037947997189,0.04385718301939834
2021/05,-0.05222610409388151,-0.013695413992800165,0.0018450184501843658,0.006820119352088705,0.015671921921921905,0.006749252456215382,-0.03820678513731823,-9.244707405020591e-05,-0.014336917562723928,-0.05137221269296732,0.04476335297471978,-0.01419446415897796,-0.006297676068830915,-0.05259883881669902,0.01886281588447658,0.06923157126472734
2021/06,-0.05759814831300636,-0.01778949102289573,-0.004608294930875556,-0.010489510489510523,0.0184950842013043,0.0015765963037575048,-0.03468839240718957,-0.001142965996761558,-0.012820512820512886,-0.06200034019391043,0.02097967593893424,0.0029090909090909722,0.0010046579596310057,-0.013820840950639735,0.04307047896558003,-0.010466416014632718
2021/07,-0.03687140640686315,0.026064213564213512,0.007366482504604255,0.06610800744878942,0.04411764705882337,0.010095595461449003,0.026095389226835852,0.05920165889061679,0.008563273073263655,-0.02796363012523595,0.02776993316388965,0.0736245954692556,0.02525539160045409,-0.04066161268090973,-0.0051831992850760455,-0.00878189895650383
2021/08,-0.02977690656212073,0.10084189101674523,-0.009233610341643606,0.08508604206500969,0.11046570875369421,0.01237976487353043,0.061667401852668835,0.08544562551103851,0.02420135527589551,0.01382978723404249,0.052400076496462056,0.08105802047781574,-0.002682204957454748,-0.04516383734701934,0.007009130314488576,0.04508492022645383
2021/09,-0.0009558401835213504,0.11637775370169745,0.013195098963242335,0.08766859344894029,0.11014948859166007,-0.0036610878661087476,0.03139648005660223,0.0836113638661411,0.029356060606060774,0.0024051309460182413,0.06898201301186391,0.10162254483347577,-0.01835616438356169,0.0634644101543056,0.04458239277652387,-0.013910207214121173
2021/10,-0.012248385871629242,0.10857142857142854,0.02081362346263016,0.035447761194029814,0.0525572195535462,-0.010729613733905574,-0.019111570247933862,0.04633280757097791,0.004599816007359703,0.016007194244604284,0.04750771532778453,0.08437761069340022,-0.010485401789749549,0.08868778280543,0.03861330326944756,0.01088752794789527
2021/11,-0.009135027119611783,0.07069933639612036,0.019961977186311763,0.024478694469628248,0.026789024842417408,0.004675729500389636,-0.042063094641962895,0.05845613350248846,-0.0026833631484793896,0.040696625157913724,0.032955715756951554,0.079454253611557,-0.009741710608633491,0.09868095630667773,0.03147904529223822,0.03201219512195119
2021/12,0.015155903079447697,0.12393308296346883,0.02285714285714291,0.09243697478991608,0.0458994583293737,0.05240905487536329,0.028410078192875776,0.11736857678272017,0.05210237659963424,0.0646477468492157,0.05766871165644161,0.12181528662420393,0.03950953678474112,0.10051838652195055,0.07345702385460062,0.0442619856549642
2022/01,0.03163135800058581,0.17405746553728618,0.027619047619047654,0.07718993928881179,0.08845091878510902,0.01566052033341747,0.01162211522497092,0.13945610238072836,0.08967391304347827,0.07660116448326049,0.08627069133398257,0.11094339622641503,0.03355644801427937,0.10432509505703425,0.06987819397380712,0.06695898419658342
2022/02,0.033247838890472226,0.23920919974795218,0.05178907721280601,0.09880749574105607,0.15145362251961259,0.052436394997843916,0.0410644448223092,0.13516024152345563,0.11291779584462502,0.07443278629719297,0.06847686962881716,0.09903201787043914,0.023206935808739892,0.1489196331416136,0.08491841701974212,0.07133433019614732
2022/03,0.048283774739458885,0.26142071274814627,0.03727865796831309,0.12347826086956504,0.1356639465875371,0.06931798660024047,0.054559492150639155,0.11333023687877364,0.11786372007366497,0.10189309576837413,0.08988455195162182,0.1026392961876832,0.06666666666666665,0.18914776210913553,0.08463412433456652,0.0812708127081272
2022/04,0.04124283336415746,0.3243965720575517,0.04036697247706433,0.08972267536704726,0.13799086757990864,0.11100058028682769,0.06945710733526722,0.10530177949000197,0.08936550491510276,0.12613111726685133,0.10111141230685816,0.1252684323550466,0.08485433485433491,0.22167073915699453,0.08326158085069735,0.06733099919202812
2022/05,0.057277882797731605,0.25716099341426646,0.07642725598526723,0.07366638441998319,0.1310172780190335,0.08749151391717591,0.027630805408583203,0.08542899408284033,0.08818181818181814,0.0895036615134257,0.12435186027472023,0.09359251259899204,0.07515843970365088,0.1998249069818343,0.06811940827354057,0.05324232081911262
2022/06,0.06886453806914794,0.17466040583598863,0.08981481481481479,0.07950530035335679,0.11354296090987304,0.12444250109313537,0.0642129992169147,0.12053018022313333,0.0983302411873841,0.10064375736694164,0.11980552242913478,0.08339376359680939,0.10492700729927007,0.14830194275545017,0.052728066346573677,0.10392277675087302
2022/07,0.0684165640102341,0.2095455744045005,0.1078610603290675,0.0768558951965066,0.1328381246382404,0.1391296656642489,0.0511212303462496,0.1193226311667972,0.10377358490566047,0.09027532650900105,0.12529767356658716,0.06405425772418982,0.1465079804410001,0.21408045977011492,0.06791232482932097,0.13498019595580568
2022/08,0.06388300942851655,0.15278594839902504,0.12674743709226477,0.0977973568281938,0.07644305772230897,0.14216591888800933,0.030247631710154543,0.1065913370998115,0.11153119092627595,0.09452605806225955,0.12020715973105589,0.09392265193370153,0.19836780116850594,0.2771024559662614,0.10999175748694934,0.0866738894907908
2022/09,0.07548794489093003,0.16643752527294775,0.10604651162790701,0.14260407440212575,0.08424875974486179,0.16299212598425217,0.12870862630766577,0.13314051128941973,0.14167433302667876,0.0941082378032525,0.11017631790924542,0.08914728682170536,0.23862684900921005,0.2192058662922225,0.11066090401584727,0.09242144177449174
2022/10,0.13380755551283285,0.18191911181601905,0.1102873030583873,0.22612612612612604,0.13091722595078292,0.21162689804772228,0.22081797437247674,0.18183531185227064,0.20238095238095255,0.10665604531775541,0.14811177573430934,0.17180277349768858,0.26198958618799684,0.2468827930174562,0.16408864767073728,0.1536686219828831
2022/11,0.17151637376356477,0.23496225665474757,0.1220876048462256,0.19380530973451338,0.1259366254401011,0.1598724467810051,0.16440146366962893,0.13783883459339852,0.15156950672645753,0.11783577560045089,0.1538112933925495,0.1546468401486989,0.24873646209386302,0.23171006227958268,0.17363578391181567,0.1664512555391433
2022/12,0.18419551160136938,0.2154465370595382,0.11638733705772819,0.16239316239316248,0.13165546065782285,0.1491463006360898,0.12807299146743256,0.08773942978197535,0.10773240660295391,0.13566683699540105,0.14947349634124585,0.14194464158978004,0.23460026212319796,0.22182969014499143,0.1526455026455027,0.15246272028920016
2023/01,0.2086684962619476,0.19444051492431758,0.12789620018535675,0.12560386473429963,0.10881735479356203,0.14117549531625628,0.1327753159363203,0.049302171938227835,0.058187863674147966,0.13444312996450902,0.15193617784152025,0.14198369565217406,0.2609446507210085,0.2271716519618392,0.14757746961136808,0.11489726027397262
2023/02,0.2292911648432474,0.1761901735206255,0.11280214861235449,0.21782945736434112,0.08223789676178273,0.2038842907481766,0.19902000816659848,0.10229132569558086,0.10470779220779214,0.16726483599031794,0.16419953794814757,0.22493224932249345,0.3316501198219788,0.23197131646597224,0.16917324470294992,0.14146141215106733
2023/03,0.25966800437796445,0.18474276324105676,0.15094339622641506,0.2941176470588236,0.08491875561361972,0.22266848742870926,0.23631334906044077,0.20333750521485205,0.12602965403624378,0.1787940037055753,0.18167297183690634,0.29055851063829774,0.35481418918918917,0.28061356019592676,0.21088095832293496,0.15814882636923566
2023/04,0.22984014209591463,0.1088156723063225,0.11022927689594364,0.16242514970059885,0.0597062836048472,0.12416057304879868,0.14120747113074472,0.18207468879668043,0.11484823625922891,0.14676943260085284,0.1381913671426227,0.21246819338422407,0.2395049745207476,0.2500781298831176,0.15722120658135275,0.03170998401884084
2023/05,0.22537099946361527,0.15204493814693265,0.10436270316509821,0.17507886435331232,0.09590719712441809,0.15278969957081534,0.17121608368747965,0.2095400340715503,0.1587301587301586,0.14812048792631316,0.12831715210355998,0.24753127057274527,0.22889165628891672,0.25860391584579845,0.2017747553491458,0.08175168965836499
2023/06,0.19001325673884217,0.2062959526018988,0.10620220900594712,0.1914893617021276,0.14668268818127195,0.13431326800435506,0.1689150519172593,0.2598927750829716,0.17905405405405395,0.14869429112777,0.1389366756778898,0.2583668005354751,0.19735755573905878,0.2858065349347798,0.1982751471929678,0.07869767441860454
